time_s,m28,m28_sigma,m32,m32_sigma,m44,m44_sigma
142.7500,7.150698e-12,2.858084e-13,4.066050e-11,5.252840e-13,3.178515e-12,2.635703e-13
142.8000,6.687877e-12,2.802545e-13,4.089841e-11,5.271873e-13,3.147288e-12,2.629458e-13
142.8500,6.829814e-12,2.819578e-13,4.123897e-11,5.299118e-13,2.937654e-12,2.587531e-13
142.9000,7.253153e-12,2.870378e-13,4.131827e-11,5.305462e-13,2.834096e-12,2.566819e-13
142.9500,6.846693e-12,2.821603e-13,4.089154e-11,5.271324e-13,2.998489e-12,2.599698e-13
143.0000,7.148034e-12,2.857764e-13,4.177066e-11,5.341653e-13,2.983570e-12,2.596714e-13
143.0500,6.770172e-12,2.812421e-13,4.088616e-11,5.270893e-13,2.800036e-12,2.560007e-13
143.1000,6.924714e-12,2.830966e-13,4.062327e-11,5.249862e-13,2.476830e-12,2.495366e-13
143.1500,6.966356e-12,2.835963e-13,4.086501e-11,5.269201e-13,2.844396e-12,2.568879e-13
143.2000,6.801206e-12,2.816145e-13,4.060447e-11,5.248357e-13,3.182192e-12,2.636438e-13
143.2500,6.800919e-12,2.816110e-13,4.135963e-11,5.308771e-13,2.668625e-12,2.533725e-13
143.3000,6.579437e-12,2.789532e-13,4.052294e-11,5.241835e-13,2.633763e-12,2.526753e-13
143.3500,6.287752e-12,2.754530e-13,4.129118e-11,5.303294e-13,2.287666e-12,2.457533e-13
143.4000,6.452746e-12,2.774329e-13,4.097287e-11,5.277830e-13,2.438598e-12,2.487720e-13
143.4500,6.146157e-12,2.737539e-13,4.109503e-11,5.287602e-13,2.999646e-12,2.599929e-13
143.5000,6.687554e-12,2.802506e-13,4.104137e-11,5.283310e-13,2.592165e-12,2.518433e-13
143.5500,6.179505e-12,2.741541e-13,4.178766e-11,5.343013e-13,3.061579e-12,2.612316e-13
143.6000,6.414501e-12,2.769740e-13,4.144667e-11,5.315733e-13,2.250785e-12,2.450157e-13
143.6500,6.812803e-12,2.817536e-13,4.118098e-11,5.294478e-13,2.701807e-12,2.540361e-13
143.7000,6.470789e-12,2.776495e-13,4.092066e-11,5.273653e-13,2.423256e-12,2.484651e-13
143.7500,6.601368e-12,2.792164e-13,4.046059e-11,5.236848e-13,2.673535e-12,2.534707e-13
143.8000,6.609870e-12,2.793184e-13,4.099299e-11,5.279439e-13,2.527998e-12,2.505600e-13
143.8500,6.299509e-12,2.755941e-13,4.090034e-11,5.272027e-13,2.504520e-12,2.500904e-13
143.9000,6.399893e-12,2.767987e-13,4.098284e-11,5.278627e-13,2.811575e-12,2.562315e-13
143.9500,6.533778e-12,2.784053e-13,4.119005e-11,5.295204e-13,2.729528e-12,2.545906e-13
144.0000,6.439109e-12,2.772693e-13,4.083963e-11,5.267171e-13,2.628569e-12,2.525714e-13
144.0500,7.084450e-12,2.850134e-13,4.063461e-11,5.250769e-13,2.448580e-12,2.489716e-13
144.1000,7.802985e-12,2.936358e-13,4.138176e-11,5.310541e-13,2.351191e-12,2.470238e-13
144.1500,8.609133e-12,3.033096e-13,4.144279e-11,5.315423e-13,2.671438e-12,2.534288e-13
144.2000,8.889188e-12,3.066703e-13,4.092964e-11,5.274371e-13,2.570277e-12,2.514055e-13
144.2500,8.949570e-12,3.073948e-13,4.113414e-11,5.290731e-13,2.002125e-12,2.400425e-13
144.3000,9.709405e-12,3.165129e-13,4.196315e-11,5.357052e-13,2.219863e-12,2.443973e-13
144.3500,1.000955e-11,3.201146e-13,4.124220e-11,5.299376e-13,2.174770e-12,2.434954e-13
144.4000,1.074097e-11,3.288917e-13,4.136892e-11,5.309513e-13,2.764107e-12,2.552821e-13
144.4500,1.051600e-11,3.261920e-13,4.075096e-11,5.260077e-13,2.994471e-12,2.598894e-13
144.5000,1.113105e-11,3.335726e-13,4.085062e-11,5.268049e-13,2.688524e-12,2.537705e-13
144.5500,1.189025e-11,3.426830e-13,4.094999e-11,5.275999e-13,2.495712e-12,2.499142e-13
144.6000,1.186708e-11,3.424050e-13,4.119232e-11,5.295386e-13,2.585833e-12,2.517167e-13
144.6500,1.234035e-11,3.480843e-13,4.145611e-11,5.316489e-13,2.321039e-12,2.464208e-13
144.7000,1.276783e-11,3.532140e-13,4.143586e-11,5.314869e-13,2.691895e-12,2.538379e-13
144.7500,1.289283e-11,3.547139e-13,4.122781e-11,5.298224e-13,2.741222e-12,2.548244e-13
144.8000,1.348341e-11,3.618009e-13,4.167531e-11,5.334025e-13,2.724033e-12,2.544807e-13
144.8500,1.366924e-11,3.640309e-13,4.110029e-11,5.288023e-13,2.585532e-12,2.517106e-13
144.9000,1.410612e-11,3.692735e-13,4.123546e-11,5.298837e-13,2.610509e-12,2.522102e-13
144.9500,1.432351e-11,3.718821e-13,4.072150e-11,5.257720e-13,2.671580e-12,2.534316e-13
145.0000,1.469933e-11,3.763920e-13,4.062119e-11,5.249695e-13,3.178844e-12,2.635769e-13
145.0500,1.504793e-11,3.805751e-13,4.154638e-11,5.323711e-13,2.796923e-12,2.559385e-13
145.1000,1.497900e-11,3.797481e-13,4.155334e-11,5.324268e-13,2.660592e-12,2.532118e-13
145.1500,1.572557e-11,3.887069e-13,4.107547e-11,5.286037e-13,2.972151e-12,2.594430e-13
145.2000,1.549623e-11,3.859548e-13,4.115311e-11,5.292249e-13,3.112450e-12,2.622490e-13
145.2500,1.534786e-11,3.841743e-13,4.107302e-11,5.285841e-13,3.153199e-12,2.630640e-13
145.3000,1.621632e-11,3.945959e-13,4.181926e-11,5.345541e-13,3.189211e-12,2.637842e-13
145.3500,1.597043e-11,3.916451e-13,4.016047e-11,5.212838e-13,3.322037e-12,2.664407e-13
145.4000,1.683554e-11,4.020265e-13,4.077799e-11,5.262239e-13,2.995997e-12,2.599199e-13
145.4500,1.666131e-11,3.999357e-13,4.114115e-11,5.291292e-13,2.606276e-12,2.521255e-13
145.5000,1.704339e-11,4.045207e-13,4.058390e-11,5.246712e-13,2.975000e-12,2.595000e-13
145.5500,1.658522e-11,3.990227e-13,4.086713e-11,5.269371e-13,2.805413e-12,2.561083e-13
145.6000,1.720753e-11,4.064903e-13,4.105134e-11,5.284107e-13,3.229217e-12,2.645843e-13
145.6500,1.709642e-11,4.051570e-13,4.067591e-11,5.254073e-13,3.195995e-12,2.639199e-13
145.7000,1.786136e-11,4.143364e-13,4.114134e-11,5.291307e-13,3.524214e-12,2.704843e-13
145.7500,1.776992e-11,4.132390e-13,4.032559e-11,5.226047e-13,3.327583e-12,2.665517e-13
145.8000,1.801703e-11,4.162043e-13,4.058191e-11,5.246553e-13,3.507350e-12,2.701470e-13
145.8500,1.785906e-11,4.143087e-13,4.027722e-11,5.222178e-13,3.003242e-12,2.600648e-13
145.9000,1.831731e-11,4.198077e-13,4.114851e-11,5.291881e-13,3.504166e-12,2.700833e-13
145.9500,1.884233e-11,4.261079e-13,4.044440e-11,5.235552e-13,3.470326e-12,2.694065e-13
146.0000,1.828048e-11,4.193657e-13,4.014421e-11,5.211536e-13,3.508275e-12,2.701655e-13
146.0500,1.895030e-11,4.274036e-13,4.165873e-11,5.332698e-13,3.240197e-12,2.648039e-13
146.1000,1.889991e-11,4.267990e-13,4.117482e-11,5.293986e-13,3.197522e-12,2.639504e-13
146.1500,1.875807e-11,4.250969e-13,4.046923e-11,5.237539e-13,3.626864e-12,2.725373e-13
146.2000,1.917876e-11,4.301451e-13,4.077043e-11,5.261634e-13,3.533640e-12,2.706728e-13
146.2500,1.929575e-11,4.315490e-13,4.144607e-11,5.315685e-13,3.632198e-12,2.726440e-13
146.3000,1.957167e-11,4.348600e-13,4.138280e-11,5.310624e-13,4.219621e-12,2.843924e-13
146.3500,1.885226e-11,4.262272e-13,4.089432e-11,5.271546e-13,3.894084e-12,2.778817e-13
146.4000,1.980760e-11,4.376912e-13,4.028648e-11,5.222918e-13,3.508842e-12,2.701768e-13
146.4500,1.926921e-11,4.312305e-13,4.067643e-11,5.254114e-13,3.907958e-12,2.781592e-13
146.5000,1.953041e-11,4.343649e-13,4.058888e-11,5.247111e-13,3.919516e-12,2.783903e-13
146.5500,2.030135e-11,4.436162e-13,3.996171e-11,5.196937e-13,4.254023e-12,2.850805e-13
146.6000,1.987071e-11,4.384485e-13,4.100756e-11,5.280605e-13,4.026260e-12,2.805252e-13
146.6500,1.976167e-11,4.371400e-13,4.028805e-11,5.223044e-13,3.525483e-12,2.705097e-13
146.7000,1.994497e-11,4.393396e-13,4.029430e-11,5.223544e-13,3.965000e-12,2.793000e-13
146.7500,2.015898e-11,4.419078e-13,4.033438e-11,5.226750e-13,4.069301e-12,2.813860e-13
146.8000,2.032015e-11,4.438418e-13,4.044286e-11,5.235429e-13,3.975783e-12,2.795157e-13
146.8500,1.997428e-11,4.396914e-13,4.076574e-11,5.261259e-13,4.504192e-12,2.900838e-13
146.9000,1.993154e-11,4.391785e-13,4.139859e-11,5.311887e-13,4.143605e-12,2.828721e-13
146.9500,1.991886e-11,4.390264e-13,4.118415e-11,5.294732e-13,4.037662e-12,2.807532e-13
147.0000,2.040168e-11,4.448202e-13,4.062057e-11,5.249646e-13,4.427079e-12,2.885416e-13
147.0500,2.077651e-11,4.493181e-13,4.053301e-11,5.242641e-13,3.950242e-12,2.790048e-13
147.1000,1.998326e-11,4.397991e-13,4.017514e-11,5.214011e-13,4.287851e-12,2.857570e-13
147.1500,2.041130e-11,4.449356e-13,4.086501e-11,5.269200e-13,4.343030e-12,2.868606e-13
147.2000,2.045737e-11,4.454884e-13,4.094819e-11,5.275855e-13,4.437678e-12,2.887536e-13
147.2500,1.968416e-11,4.362099e-13,4.071568e-11,5.257254e-13,4.021545e-12,2.804309e-13
147.3000,2.006916e-11,4.408299e-13,4.015267e-11,5.212213e-13,4.275287e-12,2.855057e-13
147.3500,2.066682e-11,4.480018e-13,4.050216e-11,5.240173e-13,3.874674e-12,2.774935e-13
147.4000,2.063386e-11,4.476063e-13,4.065603e-11,5.252482e-13,4.384498e-12,2.876900e-13
147.4500,2.021100e-11,4.425319e-13,3.983206e-11,5.186565e-13,4.510950e-12,2.902190e-13
147.5000,2.046051e-11,4.455261e-13,4.055506e-11,5.244404e-13,4.295474e-12,2.859095e-13
147.5500,2.090774e-11,4.508929e-13,4.004053e-11,5.203242e-13,4.256886e-12,2.851377e-13
147.6000,2.048487e-11,4.458184e-13,4.014138e-11,5.211310e-13,4.690978e-12,2.938196e-13
147.6500,2.114338e-11,4.537206e-13,4.056965e-11,5.245572e-13,4.713373e-12,2.942675e-13
147.7000,2.078964e-11,4.494757e-13,3.987511e-11,5.190009e-13,4.685856e-12,2.937171e-13
147.7500,2.071588e-11,4.485906e-13,4.049417e-11,5.239534e-13,4.722119e-12,2.944424e-13
147.8000,2.109338e-11,4.531205e-13,4.013854e-11,5.211083e-13,4.840227e-12,2.968045e-13
147.8500,2.055831e-11,4.466998e-13,3.982817e-11,5.186254e-13,5.246324e-12,3.049265e-13
147.9000,2.088370e-11,4.506044e-13,3.981211e-11,5.184969e-13,5.011202e-12,3.002240e-13
147.9500,2.102534e-11,4.523040e-13,4.008062e-11,5.206450e-13,4.943013e-12,2.988603e-13
148.0000,2.062398e-11,4.474878e-13,3.974814e-11,5.179851e-13,4.868694e-12,2.973739e-13
148.0500,1.947550e-11,4.337060e-13,4.021792e-11,5.217434e-13,4.825402e-12,2.965080e-13
148.1000,1.951551e-11,4.341861e-13,4.015301e-11,5.212241e-13,5.013124e-12,3.002625e-13
148.1500,1.912556e-11,4.295067e-13,3.987318e-11,5.189855e-13,5.033022e-12,3.006604e-13
148.2000,1.837074e-11,4.204489e-13,4.039040e-11,5.231232e-13,4.818122e-12,2.963624e-13
148.2500,1.794290e-11,4.153148e-13,4.024715e-11,5.219772e-13,5.211178e-12,3.042236e-13
148.3000,1.772640e-11,4.127168e-13,3.997207e-11,5.197766e-13,5.145737e-12,3.029147e-13
148.3500,1.693775e-11,4.032530e-13,3.968090e-11,5.174472e-13,5.103975e-12,3.020795e-13
148.4000,1.679904e-11,4.015885e-13,4.035607e-11,5.228485e-13,5.035699e-12,3.007140e-13
148.4500,1.606176e-11,3.927411e-13,4.079674e-11,5.263739e-13,4.456636e-12,2.891327e-13
148.5000,1.635020e-11,3.962024e-13,4.021425e-11,5.217140e-13,5.171402e-12,3.034280e-13
148.5500,1.565698e-11,3.878838e-13,4.026383e-11,5.221106e-13,5.361517e-12,3.072303e-13
148.6000,1.523923e-11,3.828707e-13,3.987113e-11,5.189690e-13,5.332672e-12,3.066534e-13
148.6500,1.513299e-11,3.815959e-13,4.011016e-11,5.208813e-13,5.135889e-12,3.027178e-13
148.7000,1.396297e-11,3.675557e-13,4.089592e-11,5.271674e-13,4.962259e-12,2.992452e-13
148.7500,1.419058e-11,3.702869e-13,4.074030e-11,5.259224e-13,4.988292e-12,2.997658e-13
148.8000,1.414992e-11,3.697991e-13,4.055059e-11,5.244047e-13,4.832221e-12,2.966444e-13
148.8500,1.414881e-11,3.697857e-13,4.006656e-11,5.205325e-13,4.581344e-12,2.916269e-13
148.9000,1.329320e-11,3.595184e-13,4.041920e-11,5.233536e-13,4.891636e-12,2.978327e-13
148.9500,1.310812e-11,3.572974e-13,3.995502e-11,5.196402e-13,4.873061e-12,2.974612e-13
149.0000,1.261171e-11,3.513406e-13,4.011646e-11,5.209317e-13,4.870928e-12,2.974186e-13
149.0500,1.240390e-11,3.488468e-13,3.998027e-11,5.198421e-13,5.006220e-12,3.001244e-13
149.1000,1.263836e-11,3.516603e-13,4.027616e-11,5.222093e-13,4.992967e-12,2.998593e-13
149.1500,1.216686e-11,3.460023e-13,4.015168e-11,5.212134e-13,4.939624e-12,2.987925e-13
149.2000,1.209433e-11,3.451319e-13,4.042332e-11,5.233866e-13,4.482054e-12,2.896411e-13
149.2500,1.170550e-11,3.404660e-13,4.055194e-11,5.244155e-13,4.987587e-12,2.997517e-13
149.3000,1.173067e-11,3.407680e-13,4.034516e-11,5.227613e-13,4.964597e-12,2.992919e-13
149.3500,1.120719e-11,3.344863e-13,4.158114e-11,5.326491e-13,4.844013e-12,2.968803e-13
149.4000,1.100370e-11,3.320443e-13,4.077965e-11,5.262372e-13,4.535070e-12,2.907014e-13
149.4500,1.078265e-11,3.293917e-13,4.030602e-11,5.224481e-13,4.688672e-12,2.937734e-13
149.5000,1.077057e-11,3.292469e-13,4.038675e-11,5.230940e-13,4.566983e-12,2.913397e-13
149.5500,1.049044e-11,3.258853e-13,3.994921e-11,5.195937e-13,4.872980e-12,2.974596e-13
149.6000,1.003980e-11,3.204776e-13,4.026580e-11,5.221264e-13,4.882536e-12,2.976507e-13
149.6500,9.394280e-12,3.127314e-13,4.013120e-11,5.210496e-13,5.022697e-12,3.004539e-13
149.7000,1.002755e-11,3.203306e-13,4.044799e-11,5.235839e-13,4.168066e-12,2.833613e-13
149.7500,9.887004e-12,3.186440e-13,4.063818e-11,5.251054e-13,4.055921e-12,2.811184e-13
149.8000,9.499776e-12,3.139973e-13,4.127642e-11,5.302114e-13,4.282869e-12,2.856574e-13
149.8500,9.118031e-12,3.094164e-13,4.037679e-11,5.230143e-13,4.459235e-12,2.891847e-13
149.9000,9.287610e-12,3.114513e-13,4.099211e-11,5.279369e-13,4.223746e-12,2.844749e-13
149.9500,8.914486e-12,3.069738e-13,3.909650e-11,5.127720e-13,4.509795e-12,2.901959e-13
150.0000,9.816942e-12,3.178033e-13,4.009376e-11,5.207501e-13,4.119754e-12,2.823951e-13
150.0500,1.003877e-11,3.204652e-13,4.035596e-11,5.228476e-13,4.610733e-12,2.922147e-13
150.1000,1.062209e-11,3.274651e-13,4.022104e-11,5.217684e-13,4.145695e-12,2.829139e-13
150.1500,1.118413e-11,3.342095e-13,4.097985e-11,5.278388e-13,4.527024e-12,2.905405e-13
150.2000,1.167946e-11,3.401535e-13,4.085547e-11,5.268437e-13,4.388749e-12,2.877750e-13
150.2500,1.184057e-11,3.420868e-13,4.100379e-11,5.280303e-13,4.260328e-12,2.852066e-13
150.3000,1.217347e-11,3.460817e-13,4.021007e-11,5.216805e-13,3.975826e-12,2.795165e-13
150.3500,1.279133e-11,3.534959e-13,4.109132e-11,5.287306e-13,4.203940e-12,2.840788e-13
150.4000,1.274310e-11,3.529172e-13,4.034597e-11,5.227677e-13,4.092511e-12,2.818502e-13
150.4500,1.339060e-11,3.606872e-13,4.077999e-11,5.262400e-13,4.191877e-12,2.838375e-13
150.5000,1.311320e-11,3.573584e-13,4.010081e-11,5.208065e-13,3.914142e-12,2.782828e-13
150.5500,1.442769e-11,3.731323e-13,4.062732e-11,5.250186e-13,4.039759e-12,2.807952e-13
150.6000,1.376261e-11,3.651513e-13,4.029740e-11,5.223792e-13,4.032410e-12,2.806482e-13
150.6500,1.384598e-11,3.661517e-13,4.082169e-11,5.265736e-13,4.238417e-12,2.847683e-13
150.7000,1.462818e-11,3.755382e-13,4.019660e-11,5.215728e-13,4.505711e-12,2.901142e-13
150.7500,1.478752e-11,3.774503e-13,4.066262e-11,5.253010e-13,3.941817e-12,2.788363e-13
150.8000,1.494985e-11,3.793982e-13,4.071156e-11,5.256924e-13,4.259454e-12,2.851891e-13
150.8500,1.572559e-11,3.887070e-13,4.025822e-11,5.220658e-13,4.305913e-12,2.861183e-13
150.9000,1.571763e-11,3.886116e-13,4.104287e-11,5.283430e-13,4.186513e-12,2.837303e-13
150.9500,1.581469e-11,3.897763e-13,3.977337e-11,5.181870e-13,4.178777e-12,2.835755e-13
151.0000,1.610335e-11,3.932403e-13,4.045109e-11,5.236087e-13,4.200742e-12,2.840148e-13
151.0500,1.627881e-11,3.953457e-13,4.057855e-11,5.246284e-13,4.504829e-12,2.900966e-13
151.1000,1.624741e-11,3.949690e-13,4.080255e-11,5.264204e-13,4.395567e-12,2.879113e-13
151.1500,1.733073e-11,4.079688e-13,4.080156e-11,5.264124e-13,4.507596e-12,2.901519e-13
151.2000,1.713375e-11,4.056050e-13,4.094929e-11,5.275943e-13,4.234370e-12,2.846874e-13
151.2500,1.643597e-11,3.972316e-13,4.095130e-11,5.276104e-13,4.351889e-12,2.870378e-13
151.3000,1.741474e-11,4.089768e-13,4.065063e-11,5.252050e-13,4.610416e-12,2.922083e-13
151.3500,1.770837e-11,4.125005e-13,4.075858e-11,5.260687e-13,4.504356e-12,2.900871e-13
151.4000,1.758855e-11,4.110626e-13,4.037899e-11,5.230319e-13,4.379910e-12,2.875982e-13
151.4500,1.769178e-11,4.123013e-13,4.035479e-11,5.228383e-13,4.431550e-12,2.886310e-13
151.5000,1.760584e-11,4.112701e-13,4.025292e-11,5.220234e-13,4.165449e-12,2.833090e-13
151.5500,1.793784e-11,4.152541e-13,4.023986e-11,5.219189e-13,4.306175e-12,2.861235e-13
151.6000,1.852809e-11,4.223370e-13,4.007834e-11,5.206268e-13,4.400321e-12,2.880064e-13
151.6500,1.820940e-11,4.185128e-13,4.058922e-11,5.247138e-13,4.457582e-12,2.891516e-13
151.7000,1.816000e-11,4.179200e-13,4.083643e-11,5.266915e-13,4.689995e-12,2.937999e-13
151.7500,1.860023e-11,4.232028e-13,4.021738e-11,5.217391e-13,4.636910e-12,2.927382e-13
151.8000,1.819527e-11,4.183432e-13,4.074801e-11,5.259841e-13,4.443700e-12,2.888740e-13
151.8500,1.883818e-11,4.260581e-13,3.945617e-11,5.156494e-13,4.535891e-12,2.907178e-13
151.9000,1.913308e-11,4.295970e-13,4.032659e-11,5.226127e-13,4.849973e-12,2.969995e-13
151.9500,1.929147e-11,4.314976e-13,3.970722e-11,5.176578e-13,4.388370e-12,2.877674e-13
152.0000,1.906444e-11,4.287733e-13,4.029143e-11,5.223315e-13,4.563115e-12,2.912623e-13
152.0500,1.935343e-11,4.322412e-13,3.971886e-11,5.177509e-13,4.900938e-12,2.980188e-13
152.1000,1.959500e-11,4.351400e-13,4.060184e-11,5.248147e-13,4.917909e-12,2.983582e-13
152.1500,1.950970e-11,4.341165e-13,3.992988e-11,5.194390e-13,4.575668e-12,2.915134e-13
152.2000,1.955835e-11,4.347002e-13,4.024891e-11,5.219912e-13,4.348939e-12,2.869788e-13
152.2500,1.945804e-11,4.334965e-13,4.043553e-11,5.234843e-13,4.936242e-12,2.987248e-13
152.3000,1.940405e-11,4.328487e-13,4.099172e-11,5.279338e-13,4.542609e-12,2.908522e-13
152.3500,1.963928e-11,4.356714e-13,4.016565e-11,5.213252e-13,4.910671e-12,2.982134e-13
152.4000,2.002944e-11,4.403533e-13,4.028059e-11,5.222447e-13,4.717433e-12,2.943487e-13
152.4500,1.972480e-11,4.366976e-13,4.006015e-11,5.204812e-13,5.118998e-12,3.023800e-13
152.5000,2.014309e-11,4.417170e-13,4.002419e-11,5.201936e-13,4.709033e-12,2.941807e-13
152.5500,1.936107e-11,4.323328e-13,3.975850e-11,5.180680e-13,4.918095e-12,2.983619e-13
152.6000,2.003987e-11,4.404784e-13,4.033053e-11,5.226442e-13,4.932521e-12,2.986504e-13
152.6500,2.004904e-11,4.405884e-13,3.976562e-11,5.181250e-13,5.235493e-12,3.047099e-13
152.7000,2.026597e-11,4.431917e-13,3.998470e-11,5.198776e-13,5.419908e-12,3.083982e-13
152.7500,2.049537e-11,4.459445e-13,3.986059e-11,5.188848e-13,4.813592e-12,2.962718e-13
152.8000,2.030281e-11,4.436337e-13,4.060058e-11,5.248047e-13,5.195714e-12,3.039143e-13
152.8500,2.107533e-11,4.529039e-13,4.038470e-11,5.230776e-13,5.154821e-12,3.030964e-13
152.9000,2.076715e-11,4.492058e-13,4.022002e-11,5.217601e-13,5.181701e-12,3.036340e-13
152.9500,2.137170e-11,4.564604e-13,3.997415e-11,5.197932e-13,5.233655e-12,3.046731e-13
153.0000,2.056984e-11,4.468380e-13,4.004300e-11,5.203440e-13,5.170356e-12,3.034071e-13
153.0500,2.055976e-11,4.467171e-13,4.038856e-11,5.231085e-13,5.111659e-12,3.022332e-13
153.1000,2.072834e-11,4.487400e-13,4.085100e-11,5.268080e-13,5.290071e-12,3.058014e-13
153.1500,2.084287e-11,4.501144e-13,4.049841e-11,5.239873e-13,4.968406e-12,2.993681e-13
153.2000,2.113016e-11,4.535619e-13,4.036864e-11,5.229492e-13,5.158004e-12,3.031601e-13
153.2500,2.054885e-11,4.465862e-13,4.056413e-11,5.245130e-13,5.355976e-12,3.071195e-13
153.3000,2.073792e-11,4.488550e-13,4.056798e-11,5.245438e-13,5.465521e-12,3.093104e-13
153.3500,2.070001e-11,4.484002e-13,3.997986e-11,5.198388e-13,5.252687e-12,3.050537e-13
153.4000,2.096050e-11,4.515259e-13,3.967224e-11,5.173779e-13,5.464790e-12,3.092958e-13
153.4500,2.076771e-11,4.492125e-13,4.040100e-11,5.232080e-13,5.714144e-12,3.142829e-13
153.5000,2.072209e-11,4.486650e-13,4.010141e-11,5.208113e-13,5.671646e-12,3.134329e-13
153.5500,2.113886e-11,4.536663e-13,4.052713e-11,5.242171e-13,5.275177e-12,3.055035e-13
153.6000,2.118462e-11,4.542155e-13,3.930904e-11,5.144723e-13,5.614062e-12,3.122812e-13
153.6500,2.139073e-11,4.566888e-13,4.020341e-11,5.216273e-13,5.228726e-12,3.045745e-13
153.7000,2.102859e-11,4.523431e-13,4.092288e-11,5.273831e-13,5.581881e-12,3.116376e-13
153.7500,2.111599e-11,4.533918e-13,4.027318e-11,5.221855e-13,5.317802e-12,3.063560e-13
153.8000,2.119079e-11,4.542895e-13,3.957524e-11,5.166019e-13,5.301227e-12,3.060245e-13
153.8500,2.074422e-11,4.489307e-13,3.944020e-11,5.155216e-13,5.559259e-12,3.111852e-13
153.9000,2.099335e-11,4.519202e-13,4.073661e-11,5.258929e-13,5.570382e-12,3.114076e-13
153.9500,2.198559e-11,4.638271e-13,4.017856e-11,5.214285e-13,5.527756e-12,3.105551e-13
154.0000,2.045418e-11,4.454502e-13,3.990925e-11,5.192740e-13,5.746416e-12,3.149283e-13
154.0500,2.024213e-11,4.429055e-13,4.014417e-11,5.211534e-13,5.750891e-12,3.150178e-13
154.1000,1.944366e-11,4.333239e-13,3.970863e-11,5.176690e-13,5.279658e-12,3.055932e-13
154.1500,1.937513e-11,4.325015e-13,4.095699e-11,5.276559e-13,5.622773e-12,3.124555e-13
154.2000,1.882425e-11,4.258910e-13,4.067915e-11,5.254332e-13,5.185954e-12,3.037191e-13
154.2500,1.803335e-11,4.164002e-13,4.002190e-11,5.201752e-13,5.711728e-12,3.142346e-13
154.3000,1.804881e-11,4.165857e-13,4.013506e-11,5.210805e-13,6.308321e-12,3.261664e-13
154.3500,1.752869e-11,4.103443e-13,4.016368e-11,5.213095e-13,5.659343e-12,3.131869e-13
154.4000,1.746122e-11,4.095347e-13,4.033975e-11,5.227180e-13,5.695467e-12,3.139093e-13
154.4500,1.654810e-11,3.985772e-13,3.959155e-11,5.167324e-13,5.543824e-12,3.108765e-13
154.5000,1.674713e-11,4.009656e-13,4.086203e-11,5.268963e-13,5.186712e-12,3.037342e-13
154.5500,1.563892e-11,3.876671e-13,3.966854e-11,5.173483e-13,5.672122e-12,3.134424e-13
154.6000,1.542470e-11,3.850964e-13,4.069327e-11,5.255462e-13,5.909126e-12,3.181825e-13
154.6500,1.493189e-11,3.791827e-13,4.028086e-11,5.222469e-13,5.365626e-12,3.073125e-13
154.7000,1.495087e-11,3.794105e-13,3.977968e-11,5.182374e-13,5.470261e-12,3.094052e-13
154.7500,1.453997e-11,3.744797e-13,3.954814e-11,5.163851e-13,5.805982e-12,3.161196e-13
154.8000,1.387858e-11,3.665429e-13,3.961508e-11,5.169206e-13,5.769732e-12,3.153946e-13
154.8500,1.400053e-11,3.680064e-13,3.961657e-11,5.169326e-13,5.570530e-12,3.114106e-13
154.9000,1.321772e-11,3.586126e-13,4.014388e-11,5.211511e-13,5.516502e-12,3.103300e-13
154.9500,1.308406e-11,3.570087e-13,3.948974e-11,5.159179e-13,5.449338e-12,3.089868e-13
155.0000,1.300377e-11,3.560452e-13,4.006098e-11,5.204879e-13,5.310143e-12,3.062029e-13
155.0500,1.312605e-11,3.575126e-13,3.974881e-11,5.179905e-13,5.616494e-12,3.123299e-13
155.1000,1.227812e-11,3.473375e-13,4.068154e-11,5.254523e-13,5.583830e-12,3.116766e-13
155.1500,1.206153e-11,3.447384e-13,4.025177e-11,5.220141e-13,5.613798e-12,3.122760e-13
155.2000,1.166464e-11,3.399757e-13,4.033385e-11,5.226708e-13,5.369357e-12,3.073871e-13
155.2500,1.164310e-11,3.397172e-13,3.972773e-11,5.178218e-13,5.288653e-12,3.057731e-13
155.3000,1.131379e-11,3.357655e-13,4.038545e-11,5.230836e-13,5.367536e-12,3.073507e-13
155.3500,1.133418e-11,3.360102e-13,4.021000e-11,5.216800e-13,5.569742e-12,3.113948e-13
155.4000,1.134236e-11,3.361083e-13,4.054982e-11,5.243985e-13,5.106845e-12,3.021369e-13
155.4500,1.073912e-11,3.288695e-13,3.977321e-11,5.181857e-13,5.120164e-12,3.024033e-13
155.5000,1.077660e-11,3.293192e-13,4.053339e-11,5.242671e-13,4.952997e-12,2.990599e-13
155.5500,1.012279e-11,3.214735e-13,4.034638e-11,5.227711e-13,5.034278e-12,3.006856e-13
155.6000,1.069104e-11,3.282924e-13,3.933138e-11,5.146511e-13,4.753044e-12,2.950609e-13
155.6500,1.004266e-11,3.205120e-13,4.005445e-11,5.204356e-13,5.099229e-12,3.019846e-13
155.7000,9.570088e-12,3.148411e-13,4.012150e-11,5.209720e-13,4.851482e-12,2.970296e-13
155.7500,9.560697e-12,3.147284e-13,4.051577e-11,5.241261e-13,5.014329e-12,3.002866e-13
155.8000,9.813986e-12,3.177678e-13,4.013020e-11,5.210416e-13,4.949932e-12,2.989986e-13
155.8500,9.020035e-12,3.082404e-13,3.978118e-11,5.182495e-13,4.831742e-12,2.966348e-13
